,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
17,2022-01-18,85.31477489940711,43.30400029133099,130.43890061915332,85.31477489940711,85.31477489940711,0.3130382142075286,0.3130382142075286,0.3130382142075286,-5.884970958473514,-5.884970958473514,-5.884970958473514,6.198009172681043,6.198009172681043,6.198009172681043,0.0,0.0,0.0,85.62781311361464
18,2022-01-19,85.27772319996048,54.612496697573995,141.72275749145982,85.27772319996048,85.27772319996048,12.50510761597012,12.50510761597012,12.50510761597012,6.056503697193231,6.056503697193231,6.056503697193231,6.448603918776889,6.448603918776889,6.448603918776889,0.0,0.0,0.0,97.7828308159306
19,2022-01-20,85.24067150051384,50.66661377603275,134.1145601897587,85.24067150051384,85.24067150051384,5.186682772433754,5.186682772433754,5.186682772433754,-1.3070456148010794,-1.3070456148010794,-1.3070456148010794,6.493728387234833,6.493728387234833,6.493728387234833,0.0,0.0,0.0,90.4273542729476
20,2022-01-21,85.2036198010672,42.85760671204637,128.13783540344826,85.2036198010672,85.2036198010672,1.9452295388249072,1.9452295388249072,1.9452295388249072,-4.378812445801495,-4.378812445801495,-4.378812445801495,6.324041984626403,6.324041984626403,6.324041984626403,0.0,0.0,0.0,87.14884933989211
21,2022-01-22,85.16656810162056,48.63483899867013,133.84776803324783,85.16656810162056,85.16656810162056,6.3567396162895,6.3567396162895,6.3567396162895,0.4203222573954978,0.4203222573954978,0.4203222573954978,5.936417358894002,5.936417358894002,5.936417358894002,0.0,0.0,0.0,91.52330771791006
22,2022-01-23,85.12951640217392,50.67112849544823,136.56636360874694,85.12951640217392,85.12951640217392,9.232669149765812,9.232669149765812,9.232669149765812,3.8985951469434283,3.8985951469434283,3.8985951469434283,5.334074002822384,5.334074002822384,5.334074002822384,0.0,0.0,0.0,94.36218555193973
23,2022-01-24,85.09246470272728,48.80769413832143,136.7945190693281,85.09246470272728,85.09246470272728,5.721943471432098,5.721943471432098,5.721943471432098,1.1954079175282784,1.1954079175282784,1.1954079175282784,4.52653555390382,4.52653555390382,4.52653555390382,0.0,0.0,0.0,90.81440817415938
24,2022-01-25,85.05541300328063,39.6666962332305,124.26768410093116,85.05541300328063,85.05541300328063,-2.3555592005259594,-2.3555592005259594,-2.3555592005259594,-5.884970958473919,-5.884970958473919,-5.884970958473919,3.529411757947959,3.529411757947959,3.529411757947959,0.0,0.0,0.0,82.69985380275467
25,2022-01-26,85.01836130775844,48.66551492862464,136.199170076703,85.01836130775844,85.01836130775844,8.420514631311795,8.420514631311795,8.420514631311795,6.056503697194824,6.056503697194824,6.056503697194824,2.3640109341169717,2.3640109341169717,2.3640109341169717,0.0,0.0,0.0,93.43887593907023
26,2022-01-27,84.98130961223625,45.84433891913289,124.7227019461628,84.98130961223625,84.98130961223625,-0.25025212857963486,-0.25025212857963486,-0.25025212857963486,-1.307045614817862,-1.307045614817862,-1.307045614817862,1.0567934862382273,1.0567934862382273,1.0567934862382273,0.0,0.0,0.0,84.73105748365661
27,2022-01-28,84.94425791671404,38.95073142773505,121.7929924907918,84.94425791671404,84.94425791671404,-4.740131027893651,-4.740131027893651,-4.740131027893651,-4.378812445806577,-4.378812445806577,-4.378812445806577,-0.3613185820870734,-0.3613185820870734,-0.3613185820870734,0.0,0.0,0.0,80.20412688882038
28,2022-01-29,84.90720622119184,44.58305172344466,123.6732174827924,84.90720622119184,84.90720622119184,-1.435434938785089,-1.435434938785089,-1.435434938785089,0.42032225738629464,0.42032225738629464,0.42032225738629464,-1.8557571961713837,-1.8557571961713837,-1.8557571961713837,0.0,0.0,0.0,83.47177128240675
29,2022-01-30,84.87015452566965,44.53378099619631,126.66297870774504,84.87015452566965,84.87015452566965,0.5093687824099414,0.5093687824099414,0.5093687824099414,3.8985951469627986,3.8985951469627986,3.8985951469627986,-3.3892263645528566,-3.3892263645528566,-3.3892263645528566,0.0,0.0,0.0,85.37952330807958
30,2022-01-31,84.83310283014745,38.24858295731092,122.86655943926745,84.83310283014745,84.83310283014745,-3.727289783738352,-3.727289783738352,-3.727289783738352,1.19540791752537,1.19540791752537,1.19540791752537,-4.922697701263722,-4.922697701263722,-4.922697701263722,0.0,0.0,0.0,81.1058130464091
31,2022-02-01,84.79605113462526,31.65483191369335,115.61464936859961,84.79605113462526,84.79605113462526,-12.301426881814825,-12.301426881814825,-12.301426881814825,-5.884970958468085,-5.884970958468085,-5.884970958468085,-6.4164559233467395,-6.4164559233467395,-6.4164559233467395,0.0,0.0,0.0,72.49462425281044
32,2022-02-02,84.75899943910305,41.022469359794385,123.32272019666344,84.75899943910305,84.75899943910305,-1.7746618629444222,-1.7746618629444222,-1.7746618629444222,6.0565036972025545,6.0565036972025545,6.0565036972025545,-7.831165560146976,-7.831165560146976,-7.831165560146976,0.0,0.0,0.0,82.98433757615862
33,2022-02-03,84.72194774358086,32.919543296616254,119.08182298845243,84.72194774358086,84.72194774358086,-10.435975156920405,-10.435975156920405,-10.435975156920405,-1.3070456148062808,-1.3070456148062808,-1.3070456148062808,-9.128929542114122,-9.128929542114122,-9.128929542114122,0.0,0.0,0.0,74.28597258666045
34,2022-02-04,84.68489604805866,28.74240279430316,110.09547398768838,84.68489604805866,84.68489604805866,-14.653123030255832,-14.653123030255832,-14.653123030255832,-4.378812445808009,-4.378812445808009,-4.378812445808009,-10.274310584447825,-10.274310584447825,-10.274310584447825,0.0,0.0,0.0,70.03177301780283
35,2022-02-05,84.64784435253647,31.965854015907585,115.75415283673385,84.64784435253647,84.64784435253647,-10.814965081100212,-10.814965081100212,-10.814965081100212,0.42032225741869805,0.42032225741869805,0.42032225741869805,-11.23528733851891,-11.23528733851891,-11.23528733851891,0.0,0.0,0.0,73.83287927143625
